0 	0 	0 	0
0.000401606 	3.10198 	-0.00171564 	-1.96262e-05
0.000803213 	6.20396 	-0.00343127 	-3.92525e-05
0.00120482 	8.00171 	-0.00508916 	-5.02706e-05
0.00160643 	8.54505 	-0.0066915 	-5.30094e-05
0.00200803 	9.08839 	-0.00829383 	-5.57483e-05
0.00240964 	9.40546 	-0.0101251 	-5.64981e-05
0.00281124 	9.68968 	-0.0119896 	-5.69591e-05
0.00321285 	9.96532 	-0.0138638 	-5.73243e-05
0.00361446 	10.1446 	-0.015848 	-5.6614e-05
0.00401606 	10.324 	-0.0178322 	-5.59036e-05
0.00441767 	10.4956 	-0.0198335 	-5.50564e-05
0.00481928 	10.614 	-0.0219538 	-5.32611e-05
0.00522088 	10.7323 	-0.024074 	-5.14659e-05
0.00562249 	10.8507 	-0.0261942 	-4.96707e-05
0.0060241 	10.9281 	-0.0284831 	-4.66309e-05
0.0064257 	11.0055 	-0.0307725 	-4.35875e-05
0.00682731 	11.0828 	-0.0330618 	-4.05441e-05
0.00722892 	11.1393 	-0.0354621 	-3.67053e-05
0.00763052 	11.1861 	-0.0379136 	-3.24992e-05
0.00803213 	11.233 	-0.0403651 	-2.8293e-05
0.00843373 	11.2762 	-0.0428308 	-2.40083e-05
0.00883534 	11.3023 	-0.0453633 	-1.93563e-05
0.00923695 	11.3283 	-0.0478958 	-1.47044e-05
0.00963855 	11.3543 	-0.0504283 	-1.00525e-05
0.0100402 	11.3771 	-0.0529304 	-5.72353e-06
0.0104418 	11.3962 	-0.0553973 	-1.76946e-06
0.0108434 	11.4153 	-0.0578641 	2.18461e-06
0.011245 	11.4343 	-0.0603309 	6.13868e-06
0.0116466 	11.4578 	-0.0626826 	9.27004e-06
0.0120482 	11.4853 	-0.0649324 	1.16743e-05
0.0124498 	11.5128 	-0.0671823 	1.40786e-05
0.0128514 	11.5403 	-0.0694321 	1.64828e-05
0.013253 	11.5731 	-0.0715814 	1.83749e-05
0.0136546 	11.6149 	-0.0735578 	1.93871e-05
0.0140562 	11.6567 	-0.0755343 	2.03993e-05
0.0144578 	11.6985 	-0.0775107 	2.14115e-05
0.0148594 	11.7404 	-0.0794872 	2.24237e-05
0.015261 	11.7865 	-0.0812294 	2.28571e-05
0.0156627 	11.8328 	-0.0829621 	2.32667e-05
0.0160643 	11.8791 	-0.0846947 	2.36762e-05
0.0164659 	11.9255 	-0.0864273 	2.40858e-05
0.0168675 	11.9704 	-0.0880976 	2.44468e-05
0.0172691 	12.0122 	-0.0896183 	2.46912e-05
0.0176707 	12.0539 	-0.0911389 	2.49357e-05
0.0180723 	12.0956 	-0.0926596 	2.51802e-05
