0 	0 	0 	0
0.000401606 	2.17196 	-8.38003e-05 	-8.95868e-07
0.000803213 	4.34393 	-0.000167601 	-1.79174e-06
0.00120482 	5.59909 	-0.000240673 	-2.08668e-06
0.00160643 	5.97249 	-0.000303428 	-1.80367e-06
0.00200803 	6.34588 	-0.000366183 	-1.52066e-06
0.00240964 	6.57264 	-0.00042527 	-1.27944e-06
0.00281124 	6.7781 	-0.000483824 	-1.04429e-06
0.00321285 	6.97874 	-0.000540738 	-8.22245e-07
0.00361446 	7.12515 	-0.000579215 	-7.47594e-07
0.00401606 	7.27156 	-0.000617692 	-6.72943e-07
0.00441767 	7.41435 	-0.000652487 	-6.1896e-07
0.00481928 	7.532 	-0.000661788 	-7.08078e-07
0.00522088 	7.64966 	-0.00067109 	-7.97197e-07
0.00562249 	7.76732 	-0.000680391 	-8.86315e-07
0.0060241 	7.86946 	-0.000646449 	-1.10905e-06
0.0064257 	7.97156 	-0.00061238 	-1.33218e-06
0.00682731 	8.07366 	-0.000578311 	-1.5553e-06
0.00722892 	8.17072 	-0.000499509 	-1.83683e-06
0.00763052 	8.26545 	-0.00040005 	-2.14531e-06
0.00803213 	8.36019 	-0.000300591 	-2.4538e-06
0.00843373 	8.45463 	-0.000184258 	-2.76546e-06
0.00883534 	8.54766 	1.08217e-05 	-3.09193e-06
0.00923695 	8.64069 	0.000205902 	-3.4184e-06
0.00963855 	8.73372 	0.000400982 	-3.74486e-06
0.0100402 	8.82754 	0.000654822 	-4.04203e-06
0.0104418 	8.92227 	0.000976882 	-4.30517e-06
0.0108434 	9.017 	0.00129894 	-4.56831e-06
0.011245 	9.11173 	0.001621 	-4.83145e-06
0.0116466 	9.20802 	0.00202288 	-5.02963e-06
0.0120482 	9.30568 	0.0024953 	-5.17038e-06
0.0124498 	9.40334 	0.00296772 	-5.31114e-06
0.0128514 	9.501 	0.00344014 	-5.4519e-06
0.013253 	9.5992 	0.00396475 	-5.54601e-06
0.0136546 	9.69831 	0.00457902 	-5.56e-06
0.0140562 	9.79742 	0.00519328 	-5.57399e-06
0.0144578 	9.89652 	0.00580754 	-5.58798e-06
0.0148594 	9.99563 	0.00642181 	-5.60197e-06
0.015261 	10.0917 	0.0070765 	-5.53159e-06
0.0156627 	10.1877 	0.00773286 	-5.45773e-06
0.0160643 	10.2837 	0.00838921 	-5.38387e-06
0.0164659 	10.3797 	0.00904557 	-5.31001e-06
0.0168675 	10.4748 	0.00974226 	-5.21099e-06
0.0172691 	10.5677 	0.0105358 	-5.05155e-06
0.0176707 	10.6605 	0.0113294 	-4.8921e-06
0.0180723 	10.7534 	0.012123 	-4.73266e-06
0.0184739 	10.8463 	0.0129165 	-4.57322e-06
0.0188755 	10.9377 	0.0137423 	-4.48547e-06
0.0192771 	11.0262 	0.0146269 	-4.52895e-06
0.0196787 	11.1147 	0.0155115 	-4.57242e-06
0.0200803 	11.2033 	0.0163961 	-4.61589e-06
0.0204819 	11.2918 	0.0172807 	-4.65937e-06
0.0208835 	11.3779 	0.0181161 	-4.7207e-06
0.0212851 	11.4468 	0.0185991 	-4.91001e-06
0.0216867 	11.5158 	0.0190821 	-5.09931e-06
