0 	0 	0 	0
0.000401606 	2.17193 	-8.45032e-05 	-4.55858e-06
0.000803213 	4.34385 	-0.000169006 	-9.11715e-06
0.00120482 	5.59899 	-0.000242442 	-1.29977e-05
0.00160643 	5.97235 	-0.000305233 	-1.62262e-05
0.00200803 	6.34572 	-0.000368025 	-1.94547e-05
0.00240964 	6.57246 	-0.000427116 	-2.12902e-05
0.00281124 	6.77791 	-0.000485671 	-2.29234e-05
0.00321285 	6.97853 	-0.00054258 	-2.44666e-05
0.00361446 	7.12493 	-0.000581002 	-2.49982e-05
0.00401606 	7.27133 	-0.000619423 	-2.55299e-05
0.00441767 	7.4141 	-0.000654156 	-2.59712e-05
0.00481928 	7.53175 	-0.000663348 	-2.57867e-05
0.00522088 	7.64939 	-0.00067254 	-2.56021e-05
0.00562249 	7.76704 	-0.000681732 	-2.54175e-05
0.0060241 	7.86917 	-0.000647595 	-2.46765e-05
0.0064257 	7.97126 	-0.000613331 	-2.39338e-05
0.00682731 	8.07335 	-0.000579067 	-2.31912e-05
0.00722892 	8.1704 	-0.000500002 	-2.21199e-05
0.00763052 	8.26513 	-0.000400247 	-2.08969e-05
0.00803213 	8.35985 	-0.000300492 	-1.9674e-05
0.00843373 	8.45428 	-0.00018385 	-1.83874e-05
0.00883534 	8.5473 	1.16078e-05 	-1.6804e-05
0.00923695 	8.64032 	0.000207065 	-1.52205e-05
0.00963855 	8.73334 	0.000402523 	-1.36371e-05
0.0100402 	8.82715 	0.000656756 	-1.19615e-05
0.0104418 	8.92187 	0.000979226 	-1.01789e-05
0.0108434 	9.01659 	0.0013017 	-8.39633e-06
0.011245 	9.11131 	0.00162417 	-6.61373e-06
0.0116466 	9.20759 	0.00202636 	-4.88621e-06
0.0120482 	9.30524 	0.002499 	-3.20736e-06
0.0124498 	9.40288 	0.00297165 	-1.52851e-06
0.0128514 	9.50053 	0.00344429 	1.50343e-07
0.013253 	9.5987 	0.00396904 	1.6675e-06
0.0136546 	9.69778 	0.00458327 	2.9069e-06
0.0140562 	9.79685 	0.0051975 	4.14629e-06
0.0144578 	9.89592 	0.00581174 	5.38569e-06
0.0148594 	9.99499 	0.00642597 	6.62508e-06
0.015261 	10.0911 	0.00708025 	7.42761e-06
